county,city,zipcode,address,state,rent,latitude,longitude,cemetery_dist_miles,nationalhighway_miles,railline_miles,starbucks_miles,walmart_miles,hospital_miles,physician_dist_miles,dentist_dist_miles,opt_dist_miles,vet_dist_miles,farmers_miles,time,bed,bath,halfbath,sqft,property_type,garage,yearbuilt,pool,fireplace,patio,lotsize,Census_MedianIncome,CollegeGrads,WhiteCollar,Schools,Unemployment,EmploymentDiversity,Census_Vacancy,Crime_Rate,HomePrice
PHILADELPHIA,PHILADELPHIA,19122,North Philadelphia East Philadelphia County,PA,2800,39.980022,-75.1334,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2016.25,8,5,1,3000,SFR,1,1960,0,1,0,1495.618025,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1650 N 4TH ST,PA,2050,39.976359,-75.141979,0.666610252,0.459269968,0.132709328,0.547974205,3.015606608,0.532942677,0.283942047,0.434609344,0.542471901,2.503985868,0.501655063,2015.25,4,2,1,1569,Condo,0,1960,0,0,0,1409,41692.54,19,63.05,12.2,6,3.3,10.6,21.32851011,170389
PHILADELPHIA,PHILADELPHIA,19122,1223 N PALETHORP ST,PA,1750,39.969776,-75.138725,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1389,SFR,0,1960,0,0,0,876,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,236735
PHILADELPHIA,PHILADELPHIA,19122,311 CECIL B MOORE AVE,PA,1650,39.976711,-75.141256,0.634156285,0.489562259,0.099720668,0.572002991,2.970358178,0.48844747,0.31641018,0.459819394,0.556459462,2.547883241,0.468285551,2015.75,4,2,1,1500,SFR,0,2014,0,1,0,533,18472.59,5,45.93,5.5,6,3.4,9.76,21.32851011,152443
PHILADELPHIA,PHILADELPHIA,19122,2109 N MARVINE ST,PA,1800,39.984428,-75.151753,0.907450072,0.268055179,0.118439261,0.30559135,3.287133599,0.926906571,0.237982059,0.57284926,1.020377273,2.451380502,0.479348513,2015.5,4,1,1,1440,SFR,0,1960,0,0,0,1347,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,122105
PHILADELPHIA,PHILADELPHIA,19122,1708 N 5TH ST,PA,1395,39.977208,-75.143743,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,0.571086523,0.181508901,0.503588997,0.629729547,2.485772537,0.546799813,2015.75,2,2,1,4128,SFR,1,1960,0,0,0,1600,18472.59,5,45.93,5.5,6,3.4,9.76,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,2439 N COLLEGE AVE,PA,1350,39.974503,-75.176951,1.754805103,0.093897079,0.497778321,0.982213321,3.855282716,0.742429948,0.152493058,0.320036823,1.502065179,1.01408445,0.515313163,2016.25,2,1,1,2988,Condo,0,2015,0,0,0,2558,13301.63,4,63.71,5,6,3.23,17.22,21.32851011,146322
PHILADELPHIA,PHILADELPHIA,19122,169 W JEFFERSON ST,PA,1050,39.973625,-75.137457,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,1,1,1,1923,NA,0,1960,0,0,0,797,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1752 N HANCOCK ST,PA,2500,39.977346,-75.136936,0.432282237,0.575323821,0.073906015,0.775262342,2.749329413,0.320186943,0.246401572,0.565336678,0.552699758,2.739731234,0.269450151,2015.25,3,2,2,1881,Condo,0,2012,0,0,0,1198,18472.59,5,45.93,5.5,6,3.4,9.76,21.32851011,232002
PHILADELPHIA,PHILADELPHIA,19122,1224 N 7TH ST,PA,1500,39.971625,-75.148168,1.004421873,0.097522735,0.41627799,0.601798951,3.215389217,0.808661632,0.085787294,0.352887074,0.520729529,2.041388963,0.519412563,2016.25,2,2,1,736,Condo,0,2015,0,0,0,2049,23563.81,10,61.08,6.9,6,3.04,7.81,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1815 N 17TH ST,PA,1300,39.981211,-75.162013,1.370656135,0.239023739,0.656161556,0.580685763,3.870698967,0.666281623,0.251906909,0.49388273,1.487095236,1.868107159,0.332938244,2015.25,2,2,1,3025,Condo,0,1960,0,0,0,1600,14846.61,5,52.31,3.3,6,3.4,16.8,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,529 W THOMPSON ST,PA,2000,39.97166,-75.145847,0.883925961,0.10761606,0.295481158,0.642899396,3.209018041,0.909533297,0.102920071,0.239870084,0.410199863,2.12789576,0.41489009,2015.5,4,2,1,1400,SFR,0,1960,0,0,1,694,41692.54,19,63.05,12.2,6,3.3,10.6,21.32851011,257662
PHILADELPHIA,PHILADELPHIA,19133,3300 NE 191st St,PA,2220,25.95231,-80.143235,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,2,1,1134,NA,0,1960,0,0,1,4021.005837,14623.24,1,33.71,4.1,6.43,3.36,10.64,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19133,2225 N CAMAC ST,PA,3000,39.986495,-75.152919,0.800685761,0.18525829,0.120332956,0.456424647,3.311725388,1.024925936,0.167646438,0.472415886,1.090095296,2.438172272,0.579776504,2015.25,6,2,1,2209,Condo,0,1960,0,0,0,1421,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19134,3400 0000003410 BELGRADE ST,PA,1125,39.989274,-75.099243,0.227723692,0.163877006,0.141225466,0.540987916,0.671368459,1.94640658,0.165705336,0.248923293,0.287085993,3.580897358,1.985095724,2016.25,1,1,1,551,Condo,0,2016,0,0,0,14783,31725.72,8,53.8,8.7,6,3.63,5.33,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1205 N 4th St,PA,1800,39.97029,-75.14275,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1400,Condo,0,1960,0,0,0,3685.922017,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1301 N 6th St #3,PA,1200,39.971634,-75.14608,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,800,Condo,0,1900,0,0,0,8977.794536,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1927 N MARSHALL ST,PA,950,39.980805,-75.145191,0.9301713,0.650946424,0.197071734,0.320223909,3.038408011,0.562030906,0.256062347,0.762889838,0.721724389,2.634561765,0.518360967,2015.5,4,2,1,2784,SFR,0,1960,0,0,0,1152,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,132753
PHILADELPHIA,PHILADELPHIA,19134,2600 E ANN ST,PA,700,39.982332,-75.109627,0.945548792,0.206547187,0.243740094,1.233305231,1.390855851,1.324611608,0.087022536,0.326676246,0.85721702,4.089853606,1.308975714,2016.25,1,1,1,500,SFR,0,1960,0,0,0,1144,31725.72,8,53.8,8.7,6,3.63,5.33,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1921 W DIAMOND ST,PA,4275,39.986102,-75.165377,1.264305743,0.466193226,0.385107003,0.862009359,3.962404285,1.005165026,0.156182979,0.737015258,1.716816974,1.821720661,0.690999733,2015.25,9,3,1,3300,Triplex,0,2015,0,0,0,1737,15736.17,2,40.61,1.3,6,2.86,20.16,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19134,3435 ELLA ST,PA,995,40.002085,-75.125663,0.565490731,0.353976672,0.166606616,2.035475168,1.816137576,1.346960562,0.219846665,0.294084192,0.728346708,3.969718744,0.582029598,2016.25,3,1,1,1200,Condo,0,1950,0,0,0,1050,16419.32,1,32.67,4,6,3.27,8.68,21.32851011,67946
PHILADELPHIA,PHILADELPHIA,19122,1314 N RANDOLPH ST,PA,1675,39.972027,-75.145681,0.869837178,0.133481396,0.281792735,0.624222389,3.233895939,0.884643498,0.121058821,0.245113224,0.415354087,2.152115424,0.421056851,2015.75,3,2,1,1550,SFR,0,1921,0,0,0,842,41692.54,19,63.05,12.2,6,3.3,10.6,21.32851011,234907
PHILADELPHIA,PHILADELPHIA,19134,3114 EMERY ST,PA,850,39.982274,-75.103846,0.724381523,0.03235425,0.161081387,0.979982772,1.209724763,1.630392311,0.119249217,0.232443214,0.827172306,4.119399373,1.595866431,2016.25,1,1,1,1340,Condo,0,1960,0,0,0,858,31725.72,8,53.8,8.7,6,3.63,5.33,21.32851011,133199
PHILADELPHIA,PHILADELPHIA,19121,1526 N 17TH ST,PA,3600,39.977362,-75.163406,1.628745523,0.267054591,0.772157611,0.674348187,3.762382594,0.396047448,0.298002898,0.352198119,1.418658714,1.744532609,0.364808039,2015.25,6,3,1,2400,Triplex,0,2007,0,0,0,2400,14846.61,5,52.31,3.3,6,3.4,16.8,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19134,3037 CEDAR ST,PA,900,39.985894,-75.109588,0.82284099,0.045359874,0.382995464,1.131929144,1.218530073,1.358094195,0.170155929,0.080565297,0.762210062,4.089989835,1.398094322,2015.5,2,1,1,740,SFR,0,1960,0,0,0,980,31725.72,8,53.8,8.7,6,3.63,5.33,21.32851011,81215
PHILADELPHIA,PHILADELPHIA,19122,1928 N 5TH ST,PA,2100,39.980722,-75.142917,0.822227204,0.749276716,0.231555568,0.43871838,2.929303395,0.44320308,0.308245621,0.738270288,0.613492362,2.701892228,0.401272509,2015.75,4,2,1,1856,Duplex,0,1920,0,0,0,1134,18472.59,5,45.93,5.5,6,3.4,9.76,21.32851011,160410
PHILADELPHIA,PHILADELPHIA,19122,1227 N 2ND ST,PA,3000,39.970214,-75.139143,0.589206593,0.066816265,0.077714492,0.929692833,3.110339289,0.824169931,0.142100387,0.142100387,0.095122584,2.329500765,0.11147339,2015.25,3,3,1,2100,Triplex,0,1915,0,0,0,1376,41692.54,19,63.05,12.2,6,3.3,10.6,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1223 N PALETHORP ST,PA,1750,39.969776,-75.138725,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1389,SFR,0,1921,0,0,0,876,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,236735
PHILADELPHIA,PHILADELPHIA,19122,1512 N 12TH ST,PA,2800,39.975816,-75.155037,1.34945003,0.191817728,0.459492136,0.356370377,3.552629529,0.530672414,0.146945329,0.146945329,0.975035697,2.06291425,0.212816477,2015.5,4,1,1,1600,SFR,1,1960,0,0,0,1780,25155.25,6,53.98,4.9,6,3.54,2.75,21.32851011,151447
PHILADELPHIA,PHILADELPHIA,19122,1730 N 5TH ST,PA,1550,39.97735,-75.1436,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1400,SFR,0,1960,0,0,1,2872.730796,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19134,2704 E SOMERSET ST,PA,825,39.979036,-75.111881,0.986956661,0.069920934,0.015730811,1.455325519,1.640897604,1.217682111,0.168785795,0.438045961,0.713484927,3.867054784,1.126283045,2015.5,1,1,1,700,SFR,0,1960,0,0,0,1272,31725.72,8,53.8,8.7,6,3.63,5.33,21.32851011,182943
PHILADELPHIA,PHILADELPHIA,19122,1833 N LEITHGOW ST,PA,1750,39.978917,-75.141571,0.700500003,0.637569123,0.141193238,0.513151071,2.915718186,0.412531039,0.273852505,0.611410632,0.620280567,2.650248045,0.384640869,2016.25,5,2,1,1464,Condo,0,1966,0,0,0,654,18472.59,5,45.93,5.5,6,3.4,9.76,21.32851011,105177
PHILADELPHIA,PHILADELPHIA,19122,1431 N 12TH ST,PA,1575,39.974824,-75.154511,1.319081887,0.232315879,0.499861491,0.401155396,3.480160315,0.521753842,0.161604531,0.161604531,0.918092036,2.017693277,0.286577621,2016.25,3,1,1,1360,Condo,0,1960,0,0,0,1620,25155.25,6,53.98,4.9,6,3.54,2.75,21.32851011,143069
PHILADELPHIA,PHILADELPHIA,19122,1228 N 4TH ST,PA,2000,39.970762,-75.143125,0.763664807,0.066957817,0.1845422,0.768565006,3.1426612,0.875310339,0.084030235,0.084030235,0.254271373,2.190279831,0.260113139,2015.75,3,2,1,943,Condo,0,1916,0,0,0,692,41692.54,19,63.05,12.2,6,3.3,10.6,21.32851011,217202
PHILADELPHIA,PHILADELPHIA,19122,1306 N 6TH ST,PA,2400,39.971837,-75.146534,0.916740903,0.11755282,0.328529816,0.616609229,3.223333543,0.895295697,0.135314448,0.277869079,0.448067731,2.111227817,0.452472895,2015.75,2,2,1,1285,Condo,0,2015,0,0,0,1440,23563.81,10,61.08,6.9,6,3.04,7.81,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,940 W SUSQUEHANNA AVE,PA,2000,39.985208,-75.149204,0.818690501,0.394087339,0.028242306,0.372428782,3.14270125,0.810206391,0.315362906,0.487834526,0.886435338,2.596149932,0.604005673,2015.25,4,2,1,1530,SFR,0,1960,0,0,1,1104,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,60201
PHILADELPHIA,PHILADELPHIA,19121,1924 W DIAMOND ST,PA,2000,39.98563,-75.165408,1.284959123,0.462932128,0.411309449,0.84807645,3.97047604,0.972903265,0.162992963,0.760693726,1.744720112,1.805798788,0.668101977,2015.25,4,2,1,2424,Condo,0,1932,0,0,0,1600,15736.17,2,40.61,1.3,6,2.86,20.16,21.32851011,173395
PHILADELPHIA,PHILADELPHIA,19122,1720 N 5th St,PA,1450,39.97724,-75.14362,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,1320,SFR,0,1960,0,0,0,2786.916647,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1613 PAGE ST,PA,2200,39.984298,-75.160748,1.164322886,0.203912295,0.567456143,0.58736095,3.750073805,0.886804013,0.318944683,0.668911267,1.496651697,1.996786328,0.446720557,2015.25,4,2,1,1156,SFR,0,1970,0,0,0,928,14846.61,5,52.31,3.3,6,3.4,16.8,21.32851011,213374
PHILADELPHIA,PHILADELPHIA,19122,746 W MASTER ST,PA,1199,39.973096,-75.149283,1.047359277,0.195305241,0.469744226,0.489159908,3.322322979,0.756426044,0.062670631,0.447070784,0.617430088,2.079681254,0.547496933,2015.5,2,1,1,3069,NA,0,1960,0,0,0,1160,23563.81,10,61.08,6.9,6,3.04,7.81,21.32851011,140319
PHILADELPHIA,PHILADELPHIA,19122,1228 W SUSQUEHANNA AVE,PA,1650,39.985791,-75.153889,0.867744677,0.141521417,0.186293655,0.423629388,3.372861862,1.059353324,0.174193911,0.52583957,1.136477243,2.373285575,0.51736311,2015.75,5,2,1,1380,SFR,0,1965,0,0,0,1670,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,196796
PHILADELPHIA,PHILADELPHIA,19122,1524 N HANCOCK ST 202,PA,1500,39.974211,-75.137725,0.431044312,0.353932565,0.119677367,0.816783229,2.898550081,0.538159063,0.307073079,0.358995237,0.377478711,2.562374414,0.281429793,2016.25,1,1,1,1038,Condo,0,1917,0,0,0,5279,41692.54,19,63.05,12.2,6,3.3,10.6,21.32851011,324983
PHILADELPHIA,PHILADELPHIA,19120,118 E WYOMING AVE,PA,1000,40.021184,-75.123622,0.360599295,0.13531222,0.585419355,1.746564504,1.415491482,1.325205161,0.245107858,0.259882296,1.145861371,3.349544976,1.094672215,2015.5,2,2,1,3000,Duplex,0,1960,0,0,0,2481,29678.66,2,37.47,3.9,6,3.44,5.17,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1913 N DARIEN ST,PA,1350,39.980896,-75.148065,1.070057295,0.498769124,0.07618444,0.17416888,3.177820847,0.713096676,0.180918022,0.650110774,0.863469869,2.554264126,0.48369335,2015.25,3,2,1,900,Condo,0,1960,0,0,0,505,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,69870
PHILADELPHIA,PHILADELPHIA,19122,1414 N 7TH ST,PA,2400,39.973497,-75.147802,0.966779776,0.227866595,0.394498413,0.484959244,3.342590657,0.838018038,0.129414249,0.395469608,0.565049355,2.151220535,0.571322217,2015.25,4,2,2,2600,Duplex,0,1960,0,0,0,1699,23563.81,10,61.08,6.9,6,3.04,7.81,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,"2193,N Camac St,Philadelphia",PA,2000,39.985834,-75.153265,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,5,1,1,2500,SFR,0,1960,0,0,0,1636.598412,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1700 N 5th St #4,PA,1295,39.97706,-75.143776,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1175,SFR,0,1960,0,0,1,3046.402288,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19120,5742 N 5TH ST,PA,1400,40.039037,-75.130294,1.643561338,0.218407014,0.219613006,1.313431143,1.689056132,0.71570043,0.068142571,0.221989246,0.167109281,3.635436923,0.75694873,2015.5,2,2,1,900,Duplex,0,1960,0,0,0,1786,34483.2,6,48.02,6.8,6,3.42,3.6,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1325 N 5th St #13305,PA,1275,39.97197,-75.14439,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,1,1,1360,SFR,0,1960,0,0,0,4217.152463,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19120,217 W SHELDON ST,PA,1195,40.028854,-75.127533,0.928955713,0.268173639,0.233816325,1.386827558,1.456808254,1.008641604,0.264971136,0.233766604,0.577073172,3.471852816,1.145697014,2015.25,3,1,1,1120,SFR,0,1960,0,0,0,910,34483.2,6,48.02,6.8,6,3.42,3.6,21.32851011,63120
PHILADELPHIA,PHILADELPHIA,19122,1722 N MARSHALL ST,PA,3300,39.977716,-75.146215,0.905676373,0.524149156,0.290569771,0.306463257,3.173407536,0.670331495,0.054052379,0.577270688,0.721690787,2.430793946,0.558753306,2016.25,6,4,1,4450,Duplex,0,1960,0,0,1,1486,16000.42,2,42.31,4.9,6,3.32,12.6,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19122,1719 N 5th St,PA,1550,39.977372,-75.143397,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,1400,NA,0,1960,0,0,0,3873.895867,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1828 N 16TH ST,PA,1920,39.981385,-75.160909,1.325623273,0.182179177,0.598121394,0.524893064,3.811257307,0.687199002,0.217072682,0.47995202,1.446822628,1.927682318,0.293121792,2016.25,3,2,1,1305,Condo,0,2013,0,0,0,1650,14846.61,5,52.31,3.3,6,3.4,16.8,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1422 W MASTER ST,PA,4725,39.974444,-75.160053,1.612470185,0.053274063,0.714851079,0.609021706,3.519471437,0.264509728,0.136203914,0.136203914,1.178596518,1.85920423,0.338147609,2015.25,9,3,1,3900,Triplex,0,1960,0,0,0,1747,23534.15,10,66.18,12.3,6,3.42,14.49,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1635 FRENCH ST,PA,1600,39.986479,-75.160543,1.049367962,0.215738976,0.485335276,0.667594191,3.706389724,1.037369683,0.295562508,0.553375779,1.491431028,2.06401333,0.579550772,2015.25,4,2,1,1160,SFR,0,1933,0,0,1,827,19727.77,2,41.15,1,6,3.36,15.66,21.32851011,133629
PHILADELPHIA,PHILADELPHIA,19122,1730 N 5th St #606,PA,1600,39.97735,-75.1436,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,3,1,1,1450,Condo,0,1960,0,0,1,3089.309362,27902.84,8,56.25,8.9,6.43,3.47,9.44,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19121,1638 FRENCH ST,PA,2000,39.986226,-75.160675,1.066404844,0.220061532,0.498723348,0.661365387,3.71677554,1.019057087,0.308786059,0.571963738,1.496965417,2.050516412,0.565772166,2015.25,4,4,1,1500,SFR,0,1960,0,0,0,783,19727.77,2,41.15,1,6,3.36,15.66,21.32851011,180505
PHILADELPHIA,PHILADELPHIA,19121,2041 N GRATZ ST,PA,5520,39.985138,-75.163522,1.228650865,0.358590231,0.48685586,0.743877342,3.879929421,0.933323716,0.203413651,0.719421857,1.643824238,1.882290681,0.576808622,2015.25,12,6,1,3750,Triplex,0,1960,0,0,0,1072,15736.17,2,40.61,1.3,6,2.86,20.16,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19123,212 Brown St,PA,2150,39.96283,-75.14176,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,1100,Condo,0,2008,0,0,0,4233.498015,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19123,Northern Liberties/ Fishtown Philadelphia County,PA,2100,39.96917,-75.141426,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.75,1,1,1,620,Condo,1,1960,0,0,0,3269.110436,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19121,1820 W DIAMOND ST,PA,4500,39.985461,-75.163864,1.228016296,0.379934727,0.458211354,0.770483277,3.89288355,0.955894423,0.203405137,0.713544319,1.662588398,1.874835291,0.60552875,2015.25,12,6,1,1345,Triplex,0,1960,0,0,0,1296,15736.17,2,40.61,1.3,6,2.86,20.16,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19123,1215 GREEN ST,PA,2500,39.963201,-75.157969,1.008046411,0.147912353,0.238705165,0.730736999,2.742546518,0.491183424,0.126082373,0.20810399,0.503100099,1.261643754,0.164781772,2015.75,3,3,1,1650,Condo,0,2014,0,0,0,1381,24619.25,13,65.85,6.8,6,3.34,9,1.468824802,304266
PHILADELPHIA,PHILADELPHIA,19123,735 Melon Terrace,PA,1195,39.964067,-75.150375,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.5,2,1,1,636,NA,0,1960,0,0,0,6129.582068,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19123,966 N RANDOLPH ST,PA,2700,39.968603,-75.146357,0.979273035,0.104947046,0.406611544,0.829312972,2.999745264,0.928438487,0.073203375,0.260751396,0.388330403,1.963255807,0.298503936,2016.25,3,2,1,1817,Condo,0,1920,0,0,0,1062,80573.91,57,87.45,20.8,6,3.51,5.6,1.468824802,339194
PHILADELPHIA,PHILADELPHIA,19123,1 Brown St #1603,PA,2646,39.962456,-75.13754,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,2,2,1,1323,SFR,1,2012,0,0,0,1771.449218,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19121,1701 W DIAMOND ST,PA,2700,39.98559,-75.161453,1.126519682,0.254405383,0.512237674,0.667028267,3.766246138,0.970264031,0.313279166,0.630920331,1.535420181,1.995225467,0.542999485,2015.25,6,2,2,1345,Duplex,0,1915,0,0,0,1900,15736.17,2,40.61,1.3,6,2.86,20.16,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19123,212 Brown St #5A,PA,1595,39.96283,-75.14176,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,636,Condo,0,1960,0,0,0,3117.914079,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19121,1723 N BOUVIER ST,PA,1200,39.980138,-75.163114,1.46496481,0.284278617,0.71686879,0.63325472,3.941950924,0.588099169,0.270886486,0.464710302,1.495163805,1.793554169,0.355020382,2015.25,2,1,1,900,SFR,0,1960,0,0,0,1118,14846.61,5,52.31,3.3,6,3.4,16.8,21.32851011,158510
PHILADELPHIA,PHILADELPHIA,19123,412 N FRONT ST 25,PA,2700,39.9578,-75.140075,0.555793604,0.042474926,0.10143179,0.477493766,2.251200585,1.115468729,0.263451386,0.373005894,0.19490509,1.887507861,0.297552382,2015.25,3,3,1,1851,Condo,1,2014,0,0,0,724,110356.14,64,91.08,42.2,6,3.34,13.69,1.468824802,232398
PHILADELPHIA,PHILADELPHIA,19121,1818 W MASTER ST,PA,2575,39.975187,-75.16586,1.826301604,0.21006083,0.949300152,0.847452803,3.660453478,0.2771636,0.255511366,0.439825918,1.402917518,1.602516416,0.539045927,2015.25,5,2,1,1746,Condo,1,1960,0,0,0,1583,14846.61,5,52.31,3.3,6,3.4,16.8,21.32851011,158051
PHILADELPHIA,PHILADELPHIA,19123,1 Brown St #303,PA,1951,39.962456,-75.13754,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,867,Condo,0,2012,0,0,0,4985.393415,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19123,1 Brown St #207,PA,1873,39.962456,-75.13754,1.019585768,0.206222052,0.629887583,1.348776018,3.326396782,1.584675265,0.229125588,0.472933038,0.651244253,7.323724666,1.094678084,2015.25,1,1,1,781,Condo,0,2012,0,0,0,4495.02685,53256.57,35,80.99,17.5,6.43,3.54,7.8,1.468824802,158051
PHILADELPHIA,PHILADELPHIA,19121,1621 FRENCH ST,PA,1199,39.986433,-75.160186,1.037775206,0.196477063,0.490609571,0.651480946,3.688518633,1.037198048,0.27932682,0.546639722,1.472326448,2.079976921,0.570204805,2015.5,3,1,1,1800,SFR,0,1960,0,0,0,827,19727.77,2,41.15,1,6,3.36,15.66,21.32851011,152889
PHILADELPHIA,PHILADELPHIA,19123,916 N 4TH ST,PA,2300,39.966172,-75.144125,0.964697289,0.255290184,0.437967152,0.974749208,2.826476203,1.090089693,0.039611403,0.295692915,0.326761654,1.951461439,0.10379762,2015.75,4,2,1,2700,Condo,0,1920,0,0,0,1572,80573.91,57,87.45,20.8,6,3.51,5.6,1.468824802,404902
